full_name,year,inc_decile_p0p10,inc_decile_p10p20,inc_decile_p20p30,inc_decile_p30p40,inc_decile_p40p50,inc_decile_p50p60,inc_decile_p60p70,inc_decile_p70p80,inc_decile_p80p90,inc_decile_p90p100,country_code,total_population,mean_income
Swaziland,2015,190,1517,2671,3612,4814,6484,8886,13060,23455,95085,SZ,543875,15977
Swaziland,2016,181,1445,2539,3428,4570,6175,8462,12510,22792,92702,SZ,555980,15480
Swaziland,2017,178,1424,2504,3380,4506,6089,8343,12335,22473,91405,SZ,566827,15264
Swaziland,2018,179,1433,2519,3401,4534,6127,8396,12413,22614,91979,SZ,576767,15360
Swaziland,2019,180,1438,2528,3413,4551,6149,8426,12458,22696,92313,SZ,586520,15415
Swaziland,2020,170,1362,2394,3232,4309,5822,7978,11795,21489,87404,SZ,596524,14595
Sweden,1980,1424,11396,18847,22386,25975,29530,33044,37204,43760,77029,SE,6340711,30060
Sweden,1981,1431,11448,18913,22413,25954,29359,32771,36841,43024,76231,SE,6366191,29839
Sweden,1982,1391,11131,18391,21778,25231,28577,31929,35935,41960,78263,SE,6402298,29459
Sweden,1983,1402,11213,18476,22068,25502,28821,32162,36218,42425,80588,SE,6437412,29887
Sweden,1984,1440,11524,18986,22606,26060,29395,32784,36873,43057,87628,SE,6477244,31035
Sweden,1985,1457,11659,19428,23247,26744,30269,33730,37906,44224,89126,SE,6513642,31779
Sweden,1986,1550,12403,20638,24685,28706,32235,35820,40294,46857,94312,SE,6545072,33750
Sweden,1987,1596,12767,21267,25561,29504,33240,37140,41643,48528,97517,SE,6575520,34876
Sweden,1988,1626,13011,21575,25808,29790,33666,37513,42158,49239,102131,SE,6611046,35652
Sweden,1989,1702,13614,22584,26800,30826,34790,38747,43488,50685,101754,SE,6666405,36499
Sweden,1990,1678,13424,22408,26729,30687,34777,38903,43682,50831,94598,SE,6710314,35772
Sweden,1991,1633,13064,21764,25915,29960,33882,37940,42493,50077,95104,SE,6744986,35183
Sweden,1992,1601,12809,21202,25124,28940,32722,36557,40933,48414,90734,SE,6777397,33904
Sweden,1993,1471,11768,19760,23500,27080,30611,34180,38574,45426,88780,SE,6810379,32115
Sweden,1994,1553,12423,20406,23969,27472,30903,34442,38646,46544,103786,SE,6854260,34015
Sweden,1995,1576,12608,20786,24497,28150,31736,35419,40291,48597,111035,SE,6870358,35470
Sweden,1996,1635,13082,21584,25472,29388,33172,36854,41788,50483,111215,SE,6879220,36467
Sweden,1997,1637,13099,21626,25389,29292,33140,37180,42294,51362,117574,SE,6890799,37259
Sweden,1998,1744,13950,22975,27136,31117,35261,39568,45175,55007,125756,SE,6907023,39769
Sweden,1999,1788,14307,23594,27776,32120,36524,41151,47000,57665,131655,SE,6921340,41358
Sweden,2000,2015,16118,26180,30470,34905,39260,43682,48949,57899,134044,SE,6945013,43352
Sweden,2001,2063,16505,26946,31309,35896,40552,45304,50707,59823,130292,SE,6970862,43940
Sweden,2002,2099,16792,27284,31697,36360,40965,45728,51214,60660,133829,SE,6999878,44663
Sweden,2003,2074,16591,27524,32819,37880,42525,46962,52606,62152,144876,SE,7034234,46601
Sweden,2004,2169,17350,28367,33394,38365,42920,47449,53532,64368,151474,SE,7072239,47939
Sweden,2005,2133,17064,28334,33760,39167,44030,48842,55054,66767,161092,SE,7113513,49624
Sweden,2006,2250,17996,29541,34747,39874,44983,50130,56928,69220,174524,SE,7179337,52019
Sweden,2007,2243,17943,29792,35600,41340,46992,52740,60369,73789,176617,SE,7251275,53742
Sweden,2008,2231,17848,29812,36044,41959,47894,53689,61465,75684,170832,SE,7331508,53746
Sweden,2009,2036,16285,27580,33495,39464,45567,51643,59158,72054,150825,SE,7419589,49811
Sweden,2010,2028,16224,27422,33620,40058,46700,53630,62081,76218,164185,SE,7496476,52217
Sweden,2011,2144,17152,28613,34676,41162,48043,55026,63367,77848,164747,SE,7496476,53278
Sweden,2012,2343,18742,30962,36769,43310,49910,56286,63546,74738,159889,SE,7496476,53649
Sweden,2013,2350,18800,31459,37992,44826,51601,57924,65337,77293,165267,SE,7496476,55285
Sweden,2014,2398,19183,31980,39025,45650,53102,60167,68607,81625,173355,SE,7496476,57509
Sweden,2015,2427,19415,32304,39330,46547,54004,61644,70169,84084,183855,SE,7560620,59378
Sweden,2016,2523,20185,33670,41080,48428,56189,63542,72495,86102,175274,SE,7618287,59949
Sweden,2017,2591,20727,34566,42207,49741,57321,64911,73659,88061,187160,SE,7660606,62095
Sweden,2018,2644,21155,35304,43202,51258,59043,66756,75919,90219,185993,SE,7694490,63149
Sweden,2019,2660,21280,35509,43455,51557,59394,67158,76393,90837,188566,SE,7728740,63681
Sweden,2020,2516,20128,33593,41158,48842,56314,63744,72617,86736,189281,SE,7767975,61493
Switzerland,1980,2202,17614,29707,36395,42870,49296,56500,65398,78958,172151,CH,4530184,55109
Switzerland,1981,2234,17876,30144,36920,43488,50004,57316,66355,80159,174637,CH,4567588,55913
Switzerland,1982,2262,18095,30514,37383,44032,50628,58012,67121,80937,178526,CH,4616418,56751
Switzerland,1983,2233,17861,30040,36516,42921,49362,56540,65320,78573,176266,CH,4673242,55563
Switzerland,1984,2287,18299,30916,37703,44286,51091,58181,67493,81154,183172,CH,4733789,57458
Switzerland,1985,2356,18847,31602,38615,45299,52160,59610,69006,83064,188649,CH,4795232,58921
Switzerland,1986,2356,18844,31849,38720,45774,52547,60333,69867,84868,190967,CH,4848275,59612
Switzerland,1987,2362,18895,31944,38994,45968,52648,60572,70133,84903,191262,CH,4905283,59768
Switzerland,1988,2409,19276,32583,40065,47218,54183,62019,71750,87103,193128,CH,4964808,60973
Switzerland,1989,2415,19321,32602,39820,46897,54024,61918,71403,86778,189503,CH,5025462,60468
Switzerland,1990,2456,19646,33000,40289,47506,54557,62477,72056,87191,190301,CH,5086624,60948
Switzerland,1991,2450,19604,33124,40297,47593,54598,62125,71745,86716,183165,CH,5150175,60142
Switzerland,1992,2411,19287,32777,39740,46962,53724,61274,70587,85168,173303,CH,5213331,58523
Switzerland,1993,2395,19164,32433,39556,46856,53818,61389,71224,86579,175333,CH,5272128,58875
Switzerland,1994,2448,19582,32757,39857,46569,53476,60999,70507,85209,175394,CH,5323529,58680
Switzerland,1995,2529,20232,33741,40762,47429,54358,62091,71410,85772,177283,CH,5366150,59561
Switzerland,1996,2402,19216,32573,39615,46247,53146,60677,70404,85281,186894,CH,5395807,59646
Switzerland,1997,2515,20120,33620,40440,47321,54429,62288,72068,87504,196736,CH,5417826,61704
Switzerland,1998,2518,20148,33774,40928,47861,54873,63105,73421,89605,203221,CH,5436412,62946
Switzerland,1999,2537,20295,34008,41248,48488,55849,64359,74863,92057,200956,CH,5456881,63466
Switzerland,2000,2611,20888,35515,43105,50218,58155,67155,78313,94059,214385,CH,5483628,66440
Switzerland,2001,2614,20908,35140,42505,49931,57581,66483,77736,94382,204528,CH,5521616,65181
Switzerland,2002,2496,19970,34293,41447,48929,56556,65212,76352,92609,191495,CH,5567486,62936
Switzerland,2003,2460,19681,33513,40965,48502,56222,64644,75661,92844,206905,CH,5621351,64140
Switzerland,2004,2476,19807,33537,40953,48067,55854,64734,75941,92730,212887,CH,5682845,64699
Switzerland,2005,2490,19924,33730,41578,48961,56624,65140,76011,95247,227928,CH,5751141,66763
Switzerland,2006,2580,20636,34733,42632,50221,57657,66057,77423,97615,240548,CH,5823515,69010
Switzerland,2007,2559,20468,34595,42556,50274,57941,66710,77860,96404,226592,CH,5903287,67596
Switzerland,2008,2544,20350,34295,42517,50123,57831,66713,77222,94762,202270,CH,5989311,64863
Switzerland,2009,2629,21035,35185,43140,50923,58498,67369,78560,97725,210966,CH,6080779,66603
Switzerland,2010,2692,21532,36187,43869,51810,59960,69071,80968,101723,237195,CH,6176580,70501
Switzerland,2011,2601,20810,35197,43080,50602,58203,66876,78173,97498,232215,CH,6265251,68525
Switzerland,2012,2690,21522,35918,43755,51531,58989,67712,79689,101038,226763,CH,6360141,68961
Switzerland,2013,2702,21612,36029,43432,50977,59089,68344,80337,100672,228111,CH,6456649,69130
Switzerland,2014,2675,21404,35721,43450,51355,59313,68612,80012,100687,226335,CH,6549502,68956
Switzerland,2015,2701,21609,36374,44382,52244,60070,69655,81610,102428,231682,CH,6635411,70275
Switzerland,2016,2629,21031,35779,44035,52164,60260,69675,81766,102951,229548,CH,6704028,69984
Switzerland,2017,2690,21519,36208,44142,52303,60016,69308,82034,102701,221105,CH,6766457,69203
Switzerland,2018,2741,21926,37151,45114,53521,61579,70925,82316,102576,223739,CH,6824276,70159
Switzerland,2019,2745,21963,37175,45160,53583,61697,71064,82596,103248,231366,CH,6879904,71060
Switzerland,2020,2619,20949,35471,43087,51126,58859,67799,78785,98456,219967,CH,6934811,67712
Syrian Arab Republic,1980,285,2281,3817,4789,5970,7458,9530,12586,19889,81415,SY,3586933,14802
Syrian Arab Republic,1981,291,2326,3892,4884,6087,7605,9718,12834,20280,83019,SY,3717703,15094
Syrian Arab Republic,1982,283,2264,3788,4753,5924,7402,9458,12491,19738,80799,SY,3857071,14690
Syrian Arab Republic,1983,276,2207,3693,4634,5776,7216,9221,12178,19243,78772,SY,4003514,14322
Syrian Arab Republic,1984,254,2034,3403,4270,5322,6649,8497,11221,17731,72584,SY,4155313,13196
Syrian Arab Republic,1985,263,2106,3523,4421,5510,6884,8797,11618,18358,75150,SY,4311617,13663
Syrian Arab Republic,1986,242,1935,3238,4063,5064,6327,8084,10676,16871,69062,SY,4468292,12556
Syrian Arab Republic,1987,231,1848,3091,3879,4835,6041,7719,10194,16108,65941,SY,4629586,11989
Syrian Arab Republic,1988,253,2024,3386,4249,5296,6617,8456,11167,17645,72233,SY,4797271,13133
Syrian Arab Republic,1989,218,1742,2915,3658,4559,5696,7279,9613,15190,62182,SY,4974336,11305
Syrian Arab Republic,1990,224,1796,3005,3770,4700,5871,7503,9908,15657,64094,SY,5163339,11653
Syrian Arab Republic,1991,229,1830,3061,3841,4788,5982,7644,10095,15952,65299,SY,5371170,11872
Syrian Arab Republic,1992,252,2019,3377,4238,5282,6599,8433,11137,17599,72042,SY,5592990,13098
Syrian Arab Republic,1993,255,2041,3415,4285,5341,6673,8527,11261,17794,72842,SY,5828058,13243
Syrian Arab Republic,1994,270,2160,3613,4534,5652,7061,9023,11915,18829,77077,SY,6073839,14013
Syrian Arab Republic,1995,270,2159,3612,4532,5649,7058,9019,11911,18821,77046,SY,6328451,14008
Syrian Arab Republic,1996,270,2161,3616,4538,5656,7066,9030,11925,18843,77137,SY,6598775,14024
Syrian Arab Republic,1997,260,2079,3482,4375,5460,6834,8749,11581,18348,75073,SY,6871101,13624
Syrian Arab Republic,1998,266,2124,3560,4480,5598,7021,9005,11948,18978,77614,SY,7146311,14059
Syrian Arab Republic,1999,242,1938,3250,4097,5126,6441,8278,11009,17534,71675,SY,7426908,12959
Syrian Arab Republic,2000,233,1863,3128,3949,4948,6230,8022,10696,17081,69791,SY,7713194,12594
Syrian Arab Republic,2001,239,1908,3206,4054,5087,6419,8282,11070,17728,72395,SY,7934468,13039
Syrian Arab Republic,2002,241,1931,3247,4113,5168,6536,8451,11325,18187,74235,SY,8159526,13343
Syrian Arab Republic,2003,233,1865,3139,3984,5013,6354,8234,11064,17819,72694,SY,8404553,13040
Syrian Arab Republic,2004,222,1775,3029,3958,5114,6629,8706,11786,19198,76206,SY,8686350,13662
Syrian Arab Republic,2005,226,1811,3091,4039,5219,6765,8884,12027,19591,77765,SY,9012772,13942
Syrian Arab Republic,2006,225,1802,3075,4019,5193,6731,8840,11967,19493,77377,SY,9498656,13872
Syrian Arab Republic,2007,228,1821,3108,4062,5248,6802,8934,12094,19700,78199,SY,10026616,14020
Syrian Arab Republic,2008,225,1802,3075,4019,5193,6730,8839,11966,19491,77370,SY,10528503,13871
Syrian Arab Republic,2009,229,1836,3133,4094,5290,6857,9006,12192,19859,78829,SY,10923500,14133
Syrian Arab Republic,2010,230,1841,3141,4106,5305,6876,9030,12225,19914,79045,SY,11162160,14171
Syrian Arab Republic,2011,242,1933,3300,4313,5573,7223,9486,12842,20918,83033,SY,11159816,14886
Syrian Arab Republic,2012,180,1440,2458,3213,4152,5381,7067,9567,15584,61859,SY,10986661,11090
Syrian Arab Republic,2013,138,1102,1880,2458,3176,4116,5406,7318,11920,47316,SY,10715727,8483
Syrian Arab Republic,2014,121,970,1656,2164,2796,3624,4759,6443,10495,41659,SY,10438677,7469
Syrian Arab Republic,2015,117,937,1598,2089,2699,3499,4595,6221,10133,40221,SY,10224537,7211
Syrian Arab Republic,2016,115,924,1576,2060,2662,3450,4531,6134,9991,39660,SY,10070489,7110
Syrian Arab Republic,2017,114,916,1563,2043,2639,3421,4493,6082,9908,39327,SY,9990983,7051
Syrian Arab Republic,2018,116,929,1586,2073,2679,3472,4560,6173,10055,39912,SY,10021546,7155
Syrian Arab Republic,2019,116,928,1584,2070,2675,3467,4553,6164,10040,39853,SY,10200990,7145
Syrian Arab Republic,2020,118,942,1608,2101,2715,3519,4622,6258,10193,40459,SY,10539627,7254
Taiwan,1980,850,6797,10972,12596,14139,14052,17154,19046,21589,40680,TW,10168797,15788
Taiwan,1981,776,6467,10444,12067,13605,15133,16784,18706,21311,40181,TW,10458299,15547
Taiwan,1982,781,6251,10118,11789,13400,15025,16820,18938,21926,42790,TW,10765412,15784
Taiwan,1983,845,6759,9779,12552,14274,16014,17939,20212,23426,45639,TW,11077915,16744
Taiwan,1984,874,6995,11355,13263,15143,17076,17230,21588,25307,50660,TW,11384751,17949
Taiwan,1985,854,6836,11098,13039,14967,16970,19262,22087,26359,50711,TW,11685421,18218
Taiwan,1986,926,7412,12036,14157,16275,18481,21010,24144,28916,55205,TW,11967873,19856
Taiwan,1987,1001,8006,13005,15324,17650,20087,22887,26385,31762,63057,TW,12252004,21916
Taiwan,1988,1077,8616,13989,16439,18873,21403,24300,27871,33276,65037,TW,12529032,23088
Taiwan,1989,1105,8842,14364,16931,19508,22211,25320,29211,35203,72825,TW,12794738,24552
Taiwan,1990,1108,8860,14413,17064,19741,22575,25878,30051,36652,75946,TW,13079468,25229
Taiwan,1991,1188,9506,15459,18266,21090,24063,27503,31835,38608,80443,TW,13338634,26796
Taiwan,1992,1262,10095,16416,19433,22475,25690,29425,34138,41627,84554,TW,13576697,28511
Taiwan,1993,1358,10865,17664,20857,24070,27451,31342,36246,43902,85113,TW,13809521,29887
Taiwan,1994,1398,11188,18201,21562,24960,28566,32759,38072,46553,92634,TW,14039670,31589
Taiwan,1995,1460,11678,19000,22504,26052,29821,34199,39759,48608,97498,TW,14273013,33058
Taiwan,1996,1453,11622,18972,22663,26483,30590,35488,41859,52495,102550,TW,14543281,34417
Taiwan,1997,1507,12059,19686,23515,27483,31751,36839,43454,54502,107259,TW,14816282,35805
Taiwan,1998,1489,11914,19473,23323,27311,31623,36786,43556,55088,114101,TW,15123913,36466
Taiwan,1999,1607,12854,20965,25035,29247,33772,39161,46142,57800,116070,TW,15417539,38265
Taiwan,2000,1631,13044,21302,25467,29788,34454,40028,47291,59442,127887,TW,15698216,40033
Taiwan,2001,1528,12225,19972,23906,27991,32427,37740,44690,56400,127658,TW,15975337,38454
Taiwan,2002,1697,13574,22096,26265,30527,35075,40439,47253,58177,124412,TW,16240758,39951
Taiwan,2003,1740,13921,22652,26880,31184,35761,41126,47916,58660,130042,TW,16476882,40988
Taiwan,2004,1802,14415,23457,27840,32336,37134,42779,49947,61355,139681,TW,16709375,43075
Taiwan,2005,1820,14562,23723,28168,32712,37599,43338,50696,62559,153107,TW,16921080,44828
Taiwan,2006,1889,15111,24610,29253,34031,39157,45196,52941,65414,160102,TW,17122228,46770
Taiwan,2007,1902,15215,24817,29657,34636,40031,46527,55086,69114,178335,TW,17307389,49532
Taiwan,2008,1807,14456,23606,28297,33147,38430,44874,53556,68065,184171,TW,17525876,49041
Taiwan,2009,1883,15067,24544,29199,33997,39273,45492,53724,67037,162772,TW,17723427,47299
Taiwan,2010,1950,15599,25440,30299,35425,41256,48134,57258,72631,193574,TW,17929658,52157
Taiwan,2011,1944,15552,25413,30351,35574,41517,48524,57837,73888,205532,TW,18110885,53613
Taiwan,2012,1911,15287,25065,30056,35368,41433,48634,58283,75370,210905,TW,18288620,54231
Taiwan,2013,2029,16229,26549,31751,37268,43513,50866,60590,77508,204045,TW,18469964,55035
Taiwan,2014,2137,17095,27933,33373,39046,45531,53093,62986,80284,209470,TW,18652170,57095
Taiwan,2015,2171,17369,28350,33843,39487,45994,53517,63263,80381,208049,TW,18833906,57242
Taiwan,2016,2224,17795,29019,34615,40291,46884,54449,64162,81292,208895,TW,18981376,57963
Taiwan,2017,2280,18237,29740,35475,41292,48048,55801,65755,83311,214083,TW,19144240,59402
Taiwan,2018,2322,18577,30294,36136,42061,48944,56841,66981,84864,218072,TW,19307260,60509
Taiwan,2019,2372,18976,30945,36913,42965,49995,58062,68420,86687,222758,TW,19450534,61809
Taiwan,2020,2430,19438,31699,37812,44012,51213,59476,70086,88799,228184,TW,19565546,63315
Tajikistan,1980,293,2343,3922,4890,5890,7115,8679,10728,14311,36480,TJ,1794577,9465
Tajikistan,1981,283,2267,3795,4731,5699,6884,8398,10380,13847,35296,TJ,1855554,9158
Tajikistan,1982,274,2194,3672,4578,5514,6661,8126,10044,13398,34152,TJ,1917471,8861
Tajikistan,1983,265,2121,3550,4427,5332,6441,7857,9712,12955,33023,TJ,1980867,8568
Tajikistan,1984,256,2048,3428,4274,5148,6218,7585,9376,12508,31882,TJ,2046608,8272
Tajikistan,1985,247,1974,3303,4119,4961,5992,7310,9036,12054,30725,TJ,2114616,7972
Tajikistan,1986,248,1984,3321,4141,4988,6025,7350,9085,12119,30892,TJ,2179880,8015
Tajikistan,1987,236,1887,3159,3939,4744,5730,6990,8641,11527,29381,TJ,2247063,7623
Tajikistan,1988,267,2139,3579,4463,5376,6493,7921,9792,13062,33294,TJ,2313845,8639
Tajikistan,1989,242,1934,3236,4035,4860,5870,7162,8852,11809,30100,TJ,2377972,7810
Tajikistan,1990,238,1903,3185,3972,4784,5779,7049,8714,11624,29629,TJ,2438394,7688
Tajikistan,1991,234,1868,3126,3898,4695,5671,6919,8552,11408,29079,TJ,2478212,7545
Tajikistan,1992,160,1283,2147,2677,3225,3895,4752,5874,7835,19972,TJ,2517156,5182
Tajikistan,1993,132,1059,1773,2210,2662,3216,3923,4849,6469,16489,TJ,2555028,4278
Tajikistan,1994,102,818,1369,1707,2056,2484,3030,3745,4996,12736,TJ,2591396,3304
Tajikistan,1995,89,709,1187,1480,1783,2154,2627,3247,4332,11042,TJ,2626945,2865
Tajikistan,1996,72,576,963,1201,1447,1747,2132,2635,3515,8960,TJ,2673261,2325
Tajikistan,1997,72,579,970,1209,1456,1759,2146,2653,3539,9020,TJ,2716704,2340
Tajikistan,1998,75,602,1008,1256,1513,1828,2230,2756,3677,9372,TJ,2760670,2432
Tajikistan,1999,76,610,1021,1274,1534,1853,2261,2794,3727,9501,TJ,2810681,2465
Tajikistan,2000,89,712,1198,1502,1824,2214,2719,3403,4579,11960,TJ,2870308,3020
Tajikistan,2001,87,696,1178,1487,1824,2227,2759,3501,4754,12770,TJ,2944506,3128
Tajikistan,2002,72,575,979,1245,1542,1894,2366,3040,4164,11473,TJ,3030712,2735
Tajikistan,2003,77,619,1056,1347,1677,2063,2584,3344,4601,12782,TJ,3128903,3015
Tajikistan,2004,79,636,1087,1377,1712,2127,2635,3286,4661,13025,TJ,3236682,3063
Tajikistan,2005,97,776,1322,1665,2062,2555,3178,3986,5477,15916,TJ,3351896,3703
Tajikistan,2006,122,978,1659,2073,2546,3134,3886,4863,6518,19146,TJ,3469254,4492
Tajikistan,2007,144,1150,1945,2410,2935,3588,4427,5513,7237,21284,TJ,3591400,5063
Tajikistan,2008,146,1169,1975,2474,3061,3746,4640,5852,7853,22253,TJ,3718164,5317
Tajikistan,2009,133,1067,1799,2278,2863,3506,4360,5562,7613,20857,TJ,3848076,5004
Tajikistan,2010,129,1029,1736,2197,2755,3377,4206,5366,7345,20190,TJ,3977997,4833
Tajikistan,2011,139,1111,1872,2364,2950,3611,4492,5717,7810,21371,TJ,4095947,5144
Tajikistan,2012,146,1168,1971,2493,3113,3822,4772,6089,8331,23040,TJ,4215223,5494
Tajikistan,2013,152,1217,2055,2598,3240,3981,4979,6354,8695,24125,TJ,4333763,5740
Tajikistan,2014,161,1289,2173,2739,3396,4160,5189,6595,9000,24746,TJ,4451256,5945
Tajikistan,2015,167,1335,2249,2824,3484,4256,5296,6706,9127,24879,TJ,4568819,6032
Tajikistan,2016,164,1311,2218,2815,3516,4345,5470,7014,9629,27213,TJ,4689716,6369
Tajikistan,2017,173,1381,2339,2978,3735,4630,5849,7527,10358,29570,TJ,4814475,6854
Tajikistan,2018,178,1423,2410,3070,3853,4779,6041,7780,10711,30628,TJ,4938854,7087
Tajikistan,2019,185,1478,2503,3189,4002,4964,6275,8080,11124,31810,TJ,5058514,7361
Tajikistan,2020,188,1501,2542,3239,4064,5041,6372,8206,11297,32306,TJ,5171667,7476
Tanzania,1980,76,609,1043,1335,1621,1975,2423,3177,4630,12812,TZ,7796037,2970
Tanzania,1981,74,592,1014,1297,1576,1919,2355,3088,4499,12451,TZ,8029115,2886
Tanzania,1982,73,580,994,1272,1545,1882,2309,3027,4411,12207,TZ,8279618,2830
Tanzania,1983,69,551,944,1208,1467,1787,2193,2876,4190,11595,TZ,8545522,2688
Tanzania,1984,69,549,940,1203,1461,1780,2184,2863,4172,11546,TZ,8824249,2677
Tanzania,1985,69,555,951,1217,1478,1800,2209,2896,4220,11677,TZ,9114659,2707
Tanzania,1986,68,545,933,1194,1450,1767,2168,2842,4142,11461,TZ,9390603,2657
Tanzania,1987,68,544,932,1193,1449,1765,2166,2839,4137,11449,TZ,9678873,2654
Tanzania,1988,69,554,949,1214,1475,1796,2204,2890,4211,11653,TZ,9984855,2702
Tanzania,1989,69,555,951,1217,1478,1800,2209,2897,4221,11680,TZ,10315404,2708
Tanzania,1990,74,593,1015,1299,1578,1922,2359,3093,4507,12471,TZ,10385351,2891
Tanzania,1991,71,571,978,1251,1520,1851,2272,2978,4340,12009,TZ,11035923,2784
Tanzania,1992,67,537,919,1177,1431,1747,2149,2816,4105,11457,TZ,11423077,2641
Tanzania,1993,66,531,909,1164,1418,1734,2138,2802,4084,11497,TZ,11829645,2634
Tanzania,1994,65,521,892,1142,1392,1707,2109,2763,4028,11439,TZ,12240833,2606
Tanzania,1995,65,520,890,1139,1391,1709,2116,2772,4042,11577,TZ,12649300,2622
Tanzania,1996,66,530,907,1162,1420,1749,2171,2843,4146,11977,TZ,12994298,2697
Tanzania,1997,65,523,895,1147,1403,1732,2155,2821,4115,11988,TZ,13426533,2684
Tanzania,1998,66,525,898,1151,1410,1744,2176,2848,4155,12208,TZ,13686998,2718
Tanzania,1999,67,537,917,1176,1443,1789,2237,2928,4272,12657,TZ,14051233,2802
Tanzania,2000,67,537,917,1177,1446,1797,2252,2946,4300,12848,TZ,14434304,2829
Tanzania,2001,67,534,914,1175,1447,1796,2253,2950,4310,13160,TZ,14829538,2861
Tanzania,2002,70,562,965,1242,1533,1902,2387,3128,4574,14271,TZ,15233914,3063
Tanzania,2003,72,575,987,1273,1575,1953,2453,3217,4709,15009,TZ,15658561,3182
Tanzania,2004,74,591,1018,1316,1632,2021,2541,3334,4886,15911,TZ,16104270,3332
Tanzania,2005,75,598,1030,1336,1660,2054,2585,3394,4980,16566,TZ,16572124,3428
Tanzania,2006,78,627,1082,1406,1751,2166,2727,3584,5264,17888,TZ,17011240,3657
Tanzania,2007,79,629,1089,1418,1771,2188,2758,3628,5334,18514,TZ,17515296,3741
Tanzania,2008,84,671,1154,1493,1857,2286,2870,3756,5523,19167,TZ,18031928,3886
Tanzania,2009,88,704,1205,1550,1920,2356,2946,3835,5639,19568,TZ,18573242,3981
Tanzania,2010,93,743,1264,1617,1996,2440,3040,3938,5789,20088,TZ,19139392,4101
Tanzania,2011,100,801,1357,1726,2123,2586,3209,4136,6079,21093,TZ,19747022,4321
Tanzania,2012,101,810,1375,1765,2194,2709,3400,4432,6518,21153,TZ,20406480,4446
Tanzania,2013,102,816,1391,1801,2263,2831,3592,4733,6964,21160,TZ,21081776,4565
Tanzania,2014,105,841,1438,1880,2388,3027,3879,5163,7600,21642,TZ,21778698,4796
Tanzania,2015,105,842,1435,1855,2336,2939,3751,4981,7349,22881,TZ,22492620,4847
Tanzania,2016,107,857,1455,1859,2319,2894,3676,4870,7204,24530,TZ,23247804,4977
Tanzania,2017,107,860,1454,1835,2268,2805,3545,4684,6947,25885,TZ,24015776,5039
Tanzania,2018,110,880,1489,1879,2322,2871,3629,4796,7113,26502,TZ,24807932,5159
Tanzania,2019,111,884,1496,1888,2333,2885,3647,4819,7147,26628,TZ,25639666,5184
Tanzania,2020,110,884,1495,1887,2331,2883,3644,4815,7142,26611,TZ,25639666,5180
Thailand,1980,114,909,1605,2230,2953,3934,5247,7187,11433,45278,TH,23378430,8089
Thailand,1981,115,921,1628,2261,2994,3989,5320,7287,11593,45911,TH,24220940,8202
Thailand,1982,118,945,1664,2301,3037,4035,5380,7358,11686,46618,TH,25076756,8314
Thailand,1983,122,978,1717,2365,3112,4125,5499,7510,11909,47821,TH,25956566,8516
Thailand,1984,125,997,1746,2396,3145,4158,5543,7560,11971,48363,TH,26875802,8600
Thailand,1985,126,1005,1757,2403,3145,4151,5532,7536,11918,48417,TH,27844464,8599
Thailand,1986,128,1020,1780,2426,3170,4175,5563,7570,11957,48824,TH,28918366,8661
Thailand,1987,136,1087,1893,2574,3355,4412,5878,7991,12607,51721,TH,30036626,9165
Thailand,1988,150,1200,2086,2829,3681,4833,6438,8744,13781,56787,TH,31167334,10053
Thailand,1989,159,1274,2212,2990,3910,5134,6858,9374,15038,61803,TH,32268100,10875
Thailand,1990,168,1343,2329,3139,4120,5410,7242,9943,16146,66238,TH,33310790,11608
Thailand,1991,166,1326,2318,3160,4170,5517,7431,10284,16727,70653,TH,34200364,12175
Thailand,1992,166,1331,2344,3230,4280,5701,7720,10756,17519,75795,TH,35022456,12884
Thailand,1993,184,1468,2567,3502,4597,6075,8158,11134,17794,74495,TH,35801820,12997
Thailand,1994,208,1661,2889,3912,5099,6699,8938,12001,18881,76834,TH,36582804,13712
Thailand,1995,221,1769,3087,4189,5440,7107,9449,12720,20076,80123,TH,37400184,14418
Thailand,1996,227,1819,3180,4322,5597,7282,9659,13026,20606,81060,TH,38446700,14678
Thailand,1997,214,1712,2986,4058,5267,6900,9159,12343,19457,72882,TH,39500284,13498
Thailand,1998,187,1497,2607,3541,4607,6072,8064,10861,17068,61120,TH,40531368,11562
Thailand,1999,184,1475,2591,3524,4603,6021,8010,10847,17301,65863,TH,41504636,12042
Thailand,2000,187,1498,2614,3581,4714,6183,8281,11375,17924,68077,TH,42405368,12443
Thailand,2001,145,1157,2113,3025,4200,5803,8117,11570,18066,69457,TH,43271068,12365
Thailand,2002,194,1552,2739,3779,4986,6578,8772,11800,18495,71579,TH,44102608,13047
Thailand,2003,190,1524,2710,3729,4972,6593,8798,12156,18979,77716,TH,44896916,13737
Thailand,2004,229,1835,3226,4349,5670,7335,9469,12822,19806,79754,TH,45655708,14449
Thailand,2005,231,1847,3252,4422,5833,7559,9809,13207,20292,80796,TH,46380200,14725
Thailand,2006,241,1930,3401,4656,6191,8028,10443,13980,21328,84158,TH,47080004,15436
Thailand,2007,263,2107,3725,5039,6608,8436,10875,14540,22352,87408,TH,47721204,16135
Thailand,2008,296,2366,4021,5164,6531,8196,10496,13907,21415,89718,TH,48313564,16211
Thailand,2009,279,2234,3878,5177,6709,8508,10902,14438,21725,83611,TH,48877444,15746
Thailand,2010,311,2487,4209,5354,6700,8373,10702,14139,21970,91907,TH,49429308,16615
